,dates
57091,2020-11-10 00:00:00
57092,2019-11-15 00:00:00
57093,2020-02-07 00:00:00
57094,2019-11-15 00:00:00
57095,2019-12-05 00:00:00
57096,2021-02-10 00:00:00
57097,2019-11-16 00:00:00
57098,2019-11-16 00:00:00
57099,2019-11-15 00:00:00
57100,2019-11-18 00:00:00
57101,2020-03-10 00:00:00
57102,2019-11-15 00:00:00
57103,2020-01-03 00:00:00
57104,2020-01-29 00:00:00
57105,2019-11-15 00:00:00
57106,2019-11-15 00:00:00
57107,2019-11-18 00:00:00
57108,2019-11-16 00:00:00
57109,2020-01-30 00:00:00
57110,2020-01-29 00:00:00
57111,2020-04-17 00:00:00
57112,2020-05-19 00:00:00
57113,2020-07-05 00:00:00
57114,2020-07-04 00:00:00
57115,2020-10-16 00:00:00
57116,2019-11-18 00:00:00
57117,2019-11-15 00:00:00
57118,2019-11-16 00:00:00
57119,2020-01-04 00:00:00
57120,2020-01-07 00:00:00
57121,2020-02-14 00:00:00
57122,2021-03-03 00:00:00
57123,2019-11-17 00:00:00
57124,2019-11-16 00:00:00
57125,2019-11-18 00:00:00
57126,2020-01-10 00:00:00
57127,2019-11-18 00:00:00
57128,2019-10-14 00:00:00
57129,2019-11-18 00:00:00
57130,2019-11-19 00:00:00
57131,2019-11-29 00:00:00
57132,2019-05-29 00:00:00
57133,2019-11-14 00:00:00
57134,2019-11-18 00:00:00
57135,2019-11-13 00:00:00
57136,2019-11-12 00:00:00
57137,2019-12-30 00:00:00
57138,2019-11-18 00:00:00
57139,2019-11-12 00:00:00
57140,2019-11-11 00:00:00
57141,2019-11-12 00:00:00
57142,2019-11-12 00:00:00
57143,2019-11-15 00:00:00
57144,2019-11-14 00:00:00
57145,2020-05-13 00:00:00
57146,2019-11-13 00:00:00
57147,2020-07-27 00:00:00
57148,2020-07-26 00:00:00
57149,2019-11-13 00:00:00
57150,2019-11-13 00:00:00
57151,2019-11-13 00:00:00
57152,2019-11-14 00:00:00
57153,2019-11-15 00:00:00
57154,2019-11-13 00:00:00
57155,2019-11-12 00:00:00
57156,2019-11-13 00:00:00
57157,2019-11-13 00:00:00
57158,2019-11-13 00:00:00
57159,2019-11-13 00:00:00
57160,2020-09-15 00:00:00
57161,2019-11-14 00:00:00
57162,2019-11-14 00:00:00
57163,2019-11-14 00:00:00
57164,2019-11-14 00:00:00
57165,2019-11-15 00:00:00
57166,2019-11-15 00:00:00
57167,2020-01-17 00:00:00
57168,2020-01-16 00:00:00
57169,2020-01-16 00:00:00
57170,2019-11-14 00:00:00
57171,2019-11-13 00:00:00
57172,2019-11-15 00:00:00
57173,2019-11-15 00:00:00
57174,2019-11-15 00:00:00
57175,2019-11-15 00:00:00
57176,2019-11-15 00:00:00
57177,2019-11-15 00:00:00
57178,2019-11-15 00:00:00
57179,2019-11-15 00:00:00
57180,2019-11-15 00:00:00
57181,2019-11-14 00:00:00
57182,2019-11-14 00:00:00
57183,2019-11-15 00:00:00
57184,2019-11-16 00:00:00
57185,2019-11-16 00:00:00
57186,2019-11-16 00:00:00
57187,2019-11-16 00:00:00
57188,2019-11-18 00:00:00
57189,2019-11-17 00:00:00
57190,2020-02-01 00:00:00
57191,2019-11-18 00:00:00
57192,2019-11-18 00:00:00
57193,2019-11-19 00:00:00
57194,2019-11-18 00:00:00
57195,2019-11-18 00:00:00
57196,2019-12-18 00:00:00
57197,2019-11-18 00:00:00
57198,2019-11-19 00:00:00
57199,2019-10-22 00:00:00
57200,2019-11-18 00:00:00
57201,2020-09-19 00:00:00
57202,2020-09-18 00:00:00
57203,2019-11-19 00:00:00
57204,2019-11-19 00:00:00
57205,2019-11-18 00:00:00
57206,2019-11-14 00:00:00
57207,2019-11-14 00:00:00
57208,2021-02-08 00:00:00
57209,2019-11-14 00:00:00
57210,2019-11-15 00:00:00
57211,2019-11-14 00:00:00
57212,2020-02-17 00:00:00
57213,2019-11-19 00:00:00
57214,2020-01-20 00:00:00
57215,2020-01-19 00:00:00
57216,2019-11-19 00:00:00
57217,2020-05-07 00:00:00
57218,2019-11-19 00:00:00
57219,2019-11-19 00:00:00
57220,2019-11-19 00:00:00
57221,2019-11-18 00:00:00
57222,2019-11-19 00:00:00
57223,2019-11-20 00:00:00
57224,2019-11-19 00:00:00
57225,2019-11-20 00:00:00
57226,2019-11-19 00:00:00
57227,2019-11-15 00:00:00
57228,2019-11-14 00:00:00
57229,2019-11-12 00:00:00
57230,2019-11-14 00:00:00
57231,2019-11-15 00:00:00
57232,2019-07-15 00:00:00
57233,2019-11-19 00:00:00
57234,2019-11-15 00:00:00
57235,2019-11-14 00:00:00
57236,2021-02-10 00:00:00
57237,2019-11-12 00:00:00
57238,2019-11-16 00:00:00
57239,2019-11-16 00:00:00
57240,2019-11-16 00:00:00
57241,2019-11-14 00:00:00
57242,2019-11-14 00:00:00
57243,2019-11-15 00:00:00
57244,2020-07-08 00:00:00
57245,2019-11-15 00:00:00
57246,2019-11-15 00:00:00
57247,2019-11-13 00:00:00
57248,2019-11-18 00:00:00
57249,2019-11-19 00:00:00
57250,2019-11-19 00:00:00
57251,2021-01-07 00:00:00
57252,2019-11-13 00:00:00
57253,2020-12-02 00:00:00
57254,2019-11-14 00:00:00
57255,2019-11-15 00:00:00
57256,2019-11-14 00:00:00
57257,2019-11-14 00:00:00
57258,2019-11-19 00:00:00
57259,2019-11-18 00:00:00
57260,2019-11-18 00:00:00
57261,2019-11-19 00:00:00
57262,2019-11-15 00:00:00
57263,2019-11-15 00:00:00
57264,2021-02-11 00:00:00
57265,2019-11-13 00:00:00
57266,2019-11-12 00:00:00
57267,2019-11-20 00:00:00
57268,2019-11-16 00:00:00
57269,2019-11-15 00:00:00
57270,2021-02-12 00:00:00
57271,2019-11-18 00:00:00
57272,2019-11-16 00:00:00
57273,2019-11-14 00:00:00
57274,2019-11-19 00:00:00
57275,2019-11-15 00:00:00
57276,2019-11-16 00:00:00
57277,2020-11-27 00:00:00
57278,2019-11-20 00:00:00
57279,2020-12-30 00:00:00
57280,2019-11-14 00:00:00
57281,2019-11-16 00:00:00
57282,2019-11-15 00:00:00
57283,2019-11-16 00:00:00
57284,2019-11-15 00:00:00
57285,2019-11-15 00:00:00
57286,2019-11-18 00:00:00
57287,2019-11-14 00:00:00
57288,2019-11-18 00:00:00
57289,2019-11-17 00:00:00
57290,2019-11-15 00:00:00
57291,2019-11-12 00:00:00
57292,2019-11-13 00:00:00
57293,2019-11-12 00:00:00
57294,2019-11-14 00:00:00
57295,2019-11-14 00:00:00
57296,2019-11-15 00:00:00
57297,2019-09-15 00:00:00
57298,2019-09-15 00:00:00
57299,2019-11-14 00:00:00
57300,2019-11-21 00:00:00
57301,2019-10-07 00:00:00
57302,2019-11-14 00:00:00
57303,2020-06-19 00:00:00
57304,2019-11-15 00:00:00
57305,2019-11-14 00:00:00
57306,2019-11-15 00:00:00
57307,2019-11-18 00:00:00
57308,2019-11-13 00:00:00
57309,2019-11-13 00:00:00
57310,2019-11-15 00:00:00
57311,2019-11-18 00:00:00
57312,2019-10-16 00:00:00
57313,2019-11-13 00:00:00
57314,2019-11-12 00:00:00
57315,2019-11-20 00:00:00
57316,2020-05-05 00:00:00
57317,2020-05-04 00:00:00
57318,2020-05-04 00:00:00
57319,2020-05-04 00:00:00
57320,2019-11-19 00:00:00
57321,2019-11-06 00:00:00
57322,2019-11-13 00:00:00
57323,2019-11-12 00:00:00
57324,2019-11-13 00:00:00
57325,2019-11-12 00:00:00
57326,2020-10-29 00:00:00
57327,2019-11-13 00:00:00
57328,2021-01-30 00:00:00
57329,2019-11-13 00:00:00
57330,2019-11-28 00:00:00
57331,2019-11-12 00:00:00
57332,2019-11-13 00:00:00
57333,2019-11-12 00:00:00
57334,2019-11-27 00:00:00
57335,2019-12-20 00:00:00
57336,2020-01-20 00:00:00
57337,2019-11-13 00:00:00
57338,2019-11-12 00:00:00
57339,2019-11-13 00:00:00
57340,2021-03-03 00:00:00
57341,2019-11-13 00:00:00
57342,2019-11-13 00:00:00
57343,2019-11-12 00:00:00
57344,2019-11-13 00:00:00
57345,2019-11-12 00:00:00
57346,2019-11-13 00:00:00
57347,2019-11-12 00:00:00
57348,2019-11-13 00:00:00
57349,2019-11-14 00:00:00
57350,2019-11-14 00:00:00
57351,2019-11-14 00:00:00
57352,2019-11-13 00:00:00
57353,2020-01-08 00:00:00
57354,2019-11-13 00:00:00
57355,2019-11-13 00:00:00
57356,2019-11-14 00:00:00
57357,2019-11-14 00:00:00
57358,2019-11-14 00:00:00
57359,2019-11-14 00:00:00
57360,2019-11-16 00:00:00
57361,2019-11-15 00:00:00
57362,2019-11-15 00:00:00
57363,2019-11-15 00:00:00
57364,2019-11-15 00:00:00
57365,2019-11-15 00:00:00
57366,2019-11-16 00:00:00
57367,2019-11-15 00:00:00
57368,2019-11-18 00:00:00
57369,2019-11-18 00:00:00
57370,2019-12-17 00:00:00
57371,2019-11-19 00:00:00
57372,2019-11-19 00:00:00
57373,2019-11-18 00:00:00
57374,2019-11-20 00:00:00
57375,2020-05-27 00:00:00
57376,2019-11-18 00:00:00
57377,2019-11-19 00:00:00
57378,2019-11-13 00:00:00
57379,2019-11-12 00:00:00
57380,2019-11-13 00:00:00
57381,2019-11-13 00:00:00
57382,2019-11-14 00:00:00
57383,2019-11-13 00:00:00
57384,2019-11-13 00:00:00
57385,2019-11-15 00:00:00
57386,2020-04-22 00:00:00
57387,2019-11-14 00:00:00
57388,2019-11-14 00:00:00
57389,2019-11-14 00:00:00
57390,2019-11-14 00:00:00
57391,2019-11-14 00:00:00
57392,2019-11-14 00:00:00
57393,2019-11-13 00:00:00
57394,2019-11-14 00:00:00
57395,2019-11-14 00:00:00
57396,2020-01-21 00:00:00
57397,2019-12-24 00:00:00
57398,2019-11-14 00:00:00
57399,2019-11-14 00:00:00
57400,2019-11-15 00:00:00
57401,2019-11-18 00:00:00
57402,2019-11-15 00:00:00
57403,2019-11-14 00:00:00
57404,2019-11-14 00:00:00
57405,2019-11-16 00:00:00
57406,2019-11-18 00:00:00
57407,2019-11-18 00:00:00
57408,2019-11-18 00:00:00
57409,2019-11-04 00:00:00
57410,2020-06-29 00:00:00
57411,2019-11-18 00:00:00
57412,2019-11-19 00:00:00
57413,2019-11-18 00:00:00
57414,2019-11-17 00:00:00
57415,2021-01-27 00:00:00
57416,2019-11-18 00:00:00
57417,2019-11-17 00:00:00
57418,2019-11-18 00:00:00
57419,2019-11-18 00:00:00
57420,2019-11-19 00:00:00
57421,2019-11-18 00:00:00
57422,2019-11-19 00:00:00
57423,2019-11-18 00:00:00
57424,2019-11-19 00:00:00
57425,2019-11-21 00:00:00
57426,2019-11-20 00:00:00
57427,2019-11-20 00:00:00
57428,2019-11-20 00:00:00
57429,2019-11-20 00:00:00
57430,2020-03-26 00:00:00
57431,2020-03-27 00:00:00
57432,2020-03-26 00:00:00
57433,2020-03-26 00:00:00
57434,2020-03-26 00:00:00
57435,2020-06-27 00:00:00
57436,2020-02-27 00:00:00
57437,2019-11-13 00:00:00
57438,2019-11-14 00:00:00
57439,2019-11-13 00:00:00
57440,2019-11-12 00:00:00
57441,2019-11-18 00:00:00
57442,2019-11-18 00:00:00
57443,2019-11-13 00:00:00
57444,2019-11-14 00:00:00
57445,2019-11-14 00:00:00
57446,2019-11-14 00:00:00
57447,2019-11-12 00:00:00
57448,2019-11-15 00:00:00
57449,2019-11-19 00:00:00
57450,2019-11-15 00:00:00
57451,2019-11-14 00:00:00
57452,2020-03-03 00:00:00
57453,2019-11-19 00:00:00
57454,2019-11-15 00:00:00
57455,2019-11-15 00:00:00
57456,2019-11-15 00:00:00
57457,2019-11-13 00:00:00
57458,2019-11-14 00:00:00
57459,2019-11-13 00:00:00
57460,2019-11-13 00:00:00
57461,2019-11-12 00:00:00
57462,2019-11-19 00:00:00
57463,2019-11-18 00:00:00
57464,2019-11-13 00:00:00
57465,2020-07-16 00:00:00
57466,2019-11-14 00:00:00
57467,2019-11-13 00:00:00
57468,2019-11-14 00:00:00
57469,2019-11-13 00:00:00
57470,2019-11-15 00:00:00
57471,2019-10-23 00:00:00
57472,2019-10-23 00:00:00
57473,2019-11-14 00:00:00
57474,2019-11-15 00:00:00
57475,2019-11-15 00:00:00
57476,2019-10-18 00:00:00
57477,2019-11-13 00:00:00
57478,2021-01-14 00:00:00
57479,2019-11-13 00:00:00
57480,2019-11-14 00:00:00
57481,2019-11-19 00:00:00
57482,2019-11-18 00:00:00
57483,2019-11-13 00:00:00
57484,2019-11-16 00:00:00
57485,2019-11-13 00:00:00
57486,2019-11-14 00:00:00
57487,2019-11-15 00:00:00
57488,2019-11-15 00:00:00
57489,2019-11-15 00:00:00
57490,2019-11-17 00:00:00
57491,2019-11-18 00:00:00
57492,2020-01-10 00:00:00
57493,2019-11-18 00:00:00
57494,2019-11-14 00:00:00
57495,2019-11-14 00:00:00
57496,2019-11-13 00:00:00
57497,2020-04-09 00:00:00
57498,2019-11-13 00:00:00
57499,2020-04-20 00:00:00
57500,2019-11-18 00:00:00
57501,2019-07-01 00:00:00
57502,2019-11-12 00:00:00
57503,2019-11-14 00:00:00
57504,2019-11-13 00:00:00
57505,2020-12-15 00:00:00
57506,2019-11-19 00:00:00
57507,2019-11-15 00:00:00
57508,2019-11-14 00:00:00
57509,2020-01-26 00:00:00
57510,2019-11-15 00:00:00
57511,2019-11-15 00:00:00
57512,2019-11-22 00:00:00
57513,2019-11-16 00:00:00
57514,2019-11-15 00:00:00
57515,2019-11-13 00:00:00
57516,2019-11-15 00:00:00
57517,2019-11-15 00:00:00
57518,2020-11-24 00:00:00
57519,2019-11-18 00:00:00
57520,2019-11-14 00:00:00
57521,2019-11-14 00:00:00
57522,2019-11-20 00:00:00
57523,2020-12-03 00:00:00
57524,2019-11-13 00:00:00
57525,2019-11-12 00:00:00
57526,2019-11-15 00:00:00
57527,2019-11-19 00:00:00
57528,2019-11-14 00:00:00
57529,2019-11-13 00:00:00
57530,2019-11-13 00:00:00
57531,2019-11-19 00:00:00
57532,2021-02-08 00:00:00
57533,2019-11-14 00:00:00
57534,2019-11-13 00:00:00
57535,2019-11-13 00:00:00
57536,2019-11-15 00:00:00
57537,2019-10-09 00:00:00
57538,2019-11-19 00:00:00
57539,2019-11-15 00:00:00
57540,2019-11-20 00:00:00
57541,2019-11-13 00:00:00
57542,2019-11-14 00:00:00
57543,2019-12-05 00:00:00
57544,2019-11-15 00:00:00
57545,2019-11-18 00:00:00
57546,2019-11-14 00:00:00
57547,2019-11-19 00:00:00
57548,2019-11-13 00:00:00
57549,2019-11-18 00:00:00
57550,2019-11-15 00:00:00
57551,2019-11-15 00:00:00
57552,2019-11-14 00:00:00
57553,2019-11-15 00:00:00
57554,2020-08-19 00:00:00
57555,2020-11-09 00:00:00
57556,2019-11-15 00:00:00
57557,2020-09-30 00:00:00
57558,2019-11-14 00:00:00
57559,2019-11-13 00:00:00
57560,2019-11-18 00:00:00
57561,2019-11-18 00:00:00
57562,2019-11-18 00:00:00
57563,2019-11-17 00:00:00
57564,2019-11-19 00:00:00
57565,2019-11-18 00:00:00
57566,2019-11-12 00:00:00
57567,2019-11-13 00:00:00
57568,2019-11-13 00:00:00
57569,2019-11-19 00:00:00
57570,2019-11-15 00:00:00
57571,2019-11-15 00:00:00
57572,2019-11-15 00:00:00
57573,2019-11-15 00:00:00
57574,2019-11-14 00:00:00
57575,2019-11-18 00:00:00
57576,2019-11-20 00:00:00
57577,2019-11-13 00:00:00
57578,2020-08-12 00:00:00
57579,2019-11-19 00:00:00
57580,2019-11-15 00:00:00
57581,2019-11-14 00:00:00
57582,2019-11-19 00:00:00
57583,2019-11-18 00:00:00
57584,2019-10-23 00:00:00
57585,2019-11-13 00:00:00
57586,2019-11-13 00:00:00
57587,2019-11-15 00:00:00
57588,2019-11-13 00:00:00
57589,2019-11-20 00:00:00
57590,2021-01-08 00:00:00
57591,2019-01-16 00:00:00
57592,2019-11-13 00:00:00
57593,2019-11-14 00:00:00
57594,2019-10-09 00:00:00
57595,2019-11-19 00:00:00
57596,2019-11-15 00:00:00
57597,2019-11-18 00:00:00
57598,2019-11-13 00:00:00
57599,2019-11-18 00:00:00
57600,2019-11-14 00:00:00
57601,2019-11-19 00:00:00
57602,2019-11-20 00:00:00
57603,2019-11-13 00:00:00
57604,2019-11-14 00:00:00
57605,2019-11-14 00:00:00
57606,2019-11-14 00:00:00
57607,2019-11-14 00:00:00
57608,2019-11-19 00:00:00
57609,2019-11-19 00:00:00
57610,2019-11-15 00:00:00
57611,2019-11-18 00:00:00
57612,2019-11-15 00:00:00
57613,2019-12-23 00:00:00
57614,2019-11-19 00:00:00
57615,2019-11-19 00:00:00
57616,2019-11-13 00:00:00
57617,2020-05-07 00:00:00
57618,2019-11-13 00:00:00
57619,2019-11-12 00:00:00
57620,2019-12-06 00:00:00
57621,2019-11-14 00:00:00
57622,2019-11-14 00:00:00
57623,2019-11-19 00:00:00
57624,2019-11-19 00:00:00
57625,2019-11-18 00:00:00
57626,2019-11-15 00:00:00
57627,2019-11-14 00:00:00
57628,2019-11-15 00:00:00
57629,2019-11-18 00:00:00
57630,2019-09-27 00:00:00
57631,2019-03-27 00:00:00
57632,2019-11-13 00:00:00
57633,2019-11-15 00:00:00
57634,2019-11-12 00:00:00
57635,2020-12-28 00:00:00
57636,2020-12-27 00:00:00
57637,2019-11-12 00:00:00
57638,2019-11-15 00:00:00
57639,2019-11-15 00:00:00
57640,2019-11-20 00:00:00
57641,2019-11-13 00:00:00
57642,2019-11-18 00:00:00
57643,2019-11-17 00:00:00
57644,2019-10-28 00:00:00
57645,2019-11-18 00:00:00
57646,2019-11-15 00:00:00
57647,2019-11-13 00:00:00
57648,2019-11-12 00:00:00
57649,2019-11-12 00:00:00
57650,2019-11-12 00:00:00
57651,2019-11-13 00:00:00
57652,2019-11-12 00:00:00
57653,2019-11-14 00:00:00
57654,2019-11-12 00:00:00
57655,2019-11-13 00:00:00
57656,2019-11-14 00:00:00
57657,2019-11-13 00:00:00
57658,2019-11-13 00:00:00
57659,2019-11-15 00:00:00
57660,2020-01-02 00:00:00
57661,2020-08-11 00:00:00
57662,2019-11-15 00:00:00
57663,2019-11-20 00:00:00
57664,2019-11-18 00:00:00
57665,2019-11-19 00:00:00
57666,2019-11-13 00:00:00
57667,2020-11-24 00:00:00
57668,2019-11-19 00:00:00
57669,2019-11-13 00:00:00
57670,2019-11-15 00:00:00
57671,2019-11-14 00:00:00
57672,2019-11-14 00:00:00
57673,2019-11-16 00:00:00
57674,2019-11-14 00:00:00
57675,2019-11-12 00:00:00
57676,2019-11-14 00:00:00
57677,2019-11-14 00:00:00
57678,2019-11-15 00:00:00
57679,2019-11-18 00:00:00
57680,2019-11-15 00:00:00
57681,2019-11-14 00:00:00
57682,2019-11-13 00:00:00
57683,2019-11-16 00:00:00
57684,2019-11-15 00:00:00
57685,2019-11-14 00:00:00
57686,2019-11-18 00:00:00
57687,2019-11-19 00:00:00
57688,2019-11-18 00:00:00
57689,2019-11-14 00:00:00
57690,2019-11-14 00:00:00
57691,2019-11-13 00:00:00
57692,2019-11-15 00:00:00
57693,2019-11-14 00:00:00
57694,2019-11-12 00:00:00
57695,2019-11-13 00:00:00
57696,2019-11-12 00:00:00
57697,2019-11-14 00:00:00
57698,2019-11-19 00:00:00
57699,2019-11-19 00:00:00
57700,2019-11-19 00:00:00
57701,2019-11-14 00:00:00
57702,2019-11-15 00:00:00
57703,2019-11-15 00:00:00
57704,2019-11-14 00:00:00
57705,2019-11-18 00:00:00
57706,2019-11-14 00:00:00
57707,2019-11-13 00:00:00
57708,2021-01-27 00:00:00
57709,2019-11-14 00:00:00
57710,2019-11-19 00:00:00
57711,2019-11-29 00:00:00
57712,2019-11-28 00:00:00
57713,2019-11-19 00:00:00
57714,2019-11-19 00:00:00
57715,2019-11-18 00:00:00
57716,2019-05-19 00:00:00
57717,2019-11-18 00:00:00
57718,2019-09-23 00:00:00
57719,2019-11-18 00:00:00
57720,2019-11-14 00:00:00
57721,2019-11-14 00:00:00
57722,2019-11-15 00:00:00
57723,2019-11-16 00:00:00
57724,2019-11-15 00:00:00
57725,2019-11-15 00:00:00
57726,2019-11-18 00:00:00
57727,2019-11-18 00:00:00
57728,2019-11-18 00:00:00
57729,2020-01-15 00:00:00
57730,2019-11-15 00:00:00
57731,2019-11-14 00:00:00
57732,2019-11-15 00:00:00
57733,2019-11-14 00:00:00
57734,2019-11-14 00:00:00
57735,2019-11-19 00:00:00
57736,2019-11-14 00:00:00
57737,2019-11-14 00:00:00
57738,2019-11-16 00:00:00
57739,2019-11-19 00:00:00
57740,2019-11-14 00:00:00
57741,2019-11-10 00:00:00
57742,2019-10-04 00:00:00
57743,2019-11-15 00:00:00
57744,2019-11-14 00:00:00
57745,2019-11-13 00:00:00
57746,2019-11-19 00:00:00
57747,2019-11-19 00:00:00
57748,2019-11-13 00:00:00
57749,2019-11-15 00:00:00
57750,2019-11-15 00:00:00
57751,2019-11-13 00:00:00
57752,2019-11-12 00:00:00
57753,2019-11-11 00:00:00
57754,2019-11-13 00:00:00
57755,2019-11-14 00:00:00
57756,2019-11-16 00:00:00
57757,2019-11-14 00:00:00
57758,2019-11-14 00:00:00
57759,2019-11-12 00:00:00
57760,2019-11-12 00:00:00
57761,2019-11-14 00:00:00
57762,2019-11-12 00:00:00
57763,2019-11-11 00:00:00
57764,2019-11-18 00:00:00
57765,2019-11-19 00:00:00
57766,2019-11-18 00:00:00
57767,2019-11-13 00:00:00
57768,2019-11-15 00:00:00
57769,2019-11-15 00:00:00
57770,2019-11-14 00:00:00
57771,2019-11-14 00:00:00
57772,2019-11-13 00:00:00
57773,2019-11-19 00:00:00
57774,2019-11-15 00:00:00
57775,2019-12-10 00:00:00
57776,2019-11-14 00:00:00
57777,2019-11-16 00:00:00
57778,2019-11-19 00:00:00
57779,2019-11-18 00:00:00
57780,2020-09-22 00:00:00
57781,2019-11-14 00:00:00
57782,2019-11-16 00:00:00
57783,2019-11-17 00:00:00
57784,2019-11-19 00:00:00
57785,2019-11-20 00:00:00
57786,2019-11-20 00:00:00
57787,2019-11-13 00:00:00
57788,2019-11-13 00:00:00
57789,2019-11-13 00:00:00
57790,2019-11-14 00:00:00
57791,2019-11-15 00:00:00
57792,2019-11-14 00:00:00
57793,2019-11-13 00:00:00
57794,2019-11-14 00:00:00
57795,2019-11-14 00:00:00
57796,2019-11-19 00:00:00
57797,2019-11-18 00:00:00
57798,2019-11-15 00:00:00
57799,2019-11-19 00:00:00
57800,2019-11-18 00:00:00
57801,2019-11-13 00:00:00
57802,2020-06-29 00:00:00
57803,2019-11-13 00:00:00
57804,2020-07-27 00:00:00
57805,2019-11-13 00:00:00
57806,2021-01-08 00:00:00
57807,2019-11-19 00:00:00
57808,2019-11-18 00:00:00
57809,2019-11-18 00:00:00
57810,2019-11-18 00:00:00
57811,2019-10-28 00:00:00
57812,2019-11-14 00:00:00
57813,2019-11-13 00:00:00
57814,2019-11-14 00:00:00
57815,2019-11-14 00:00:00
57816,2019-11-13 00:00:00
57817,2019-11-18 00:00:00
57818,2019-11-18 00:00:00
57819,2019-11-12 00:00:00
57820,2019-11-14 00:00:00
57821,2019-11-13 00:00:00
57822,2019-11-13 00:00:00
57823,2019-11-12 00:00:00
57824,2019-12-02 00:00:00
57825,2019-11-13 00:00:00
57826,2020-09-10 00:00:00
57827,2019-11-14 00:00:00
57828,2020-01-08 00:00:00
57829,2019-11-18 00:00:00
57830,2019-11-13 00:00:00
57831,2019-11-15 00:00:00
57832,2019-11-18 00:00:00
57833,2019-11-20 00:00:00
57834,2019-11-18 00:00:00
57835,2019-11-14 00:00:00
57836,2019-11-20 00:00:00
57837,2019-11-14 00:00:00
57838,2019-11-14 00:00:00
57839,2019-11-15 00:00:00
57840,2019-11-13 00:00:00
57841,2019-11-19 00:00:00
57842,2019-11-13 00:00:00
57843,2019-11-14 00:00:00
57844,2019-11-14 00:00:00
57845,2019-11-13 00:00:00
57846,2019-11-19 00:00:00
57847,2019-11-18 00:00:00
57848,2019-11-14 00:00:00
57849,2019-11-15 00:00:00
57850,2019-11-18 00:00:00
57851,2019-11-19 00:00:00
57852,2019-11-20 00:00:00
57853,2019-11-12 00:00:00
57854,2019-11-14 00:00:00
57855,2019-11-15 00:00:00
57856,2019-11-15 00:00:00
57857,2019-11-19 00:00:00
57858,2020-12-17 00:00:00
57859,2019-11-19 00:00:00
57860,2019-11-13 00:00:00
57861,2019-11-15 00:00:00
57862,2019-11-13 00:00:00
57863,2020-11-04 00:00:00
57864,2019-11-13 00:00:00
57865,2019-11-18 00:00:00
57866,2019-11-19 00:00:00
57867,2019-11-12 00:00:00
57868,2019-11-14 00:00:00
57869,2019-11-18 00:00:00
57870,2019-11-17 00:00:00
57871,2019-11-19 00:00:00
57872,2020-06-10 00:00:00
57873,2020-06-09 00:00:00
57874,2019-11-15 00:00:00
57875,2019-11-14 00:00:00
57876,2019-11-14 00:00:00
57877,2019-11-14 00:00:00
57878,2019-11-12 00:00:00
57879,2019-11-11 00:00:00
57880,2019-11-19 00:00:00
57881,2019-11-20 00:00:00
57882,2020-11-25 00:00:00
57883,2019-11-20 00:00:00
57884,2019-11-19 00:00:00
57885,2019-11-19 00:00:00
57886,2019-11-19 00:00:00
57887,2019-07-08 00:00:00
57888,2019-11-20 00:00:00
57889,2020-11-03 00:00:00
57890,2019-11-20 00:00:00
57891,2019-11-06 00:00:00
57892,2019-11-20 00:00:00
57893,2019-11-20 00:00:00
57894,2019-11-19 00:00:00
57895,2019-11-20 00:00:00
57896,2019-11-20 00:00:00
57897,2019-11-20 00:00:00
57898,2019-11-20 00:00:00
57899,2019-11-20 00:00:00
57900,2019-11-20 00:00:00
57901,2019-11-20 00:00:00
57902,2019-11-20 00:00:00
57903,2019-11-20 00:00:00
57904,2019-11-20 00:00:00
57905,2019-11-20 00:00:00
57906,2019-11-13 00:00:00
57907,2019-11-12 00:00:00
57908,2019-11-20 00:00:00
57909,2021-02-10 00:00:00
57910,2019-11-19 00:00:00
57911,2019-11-20 00:00:00
57912,2019-11-19 00:00:00
57913,2019-11-19 00:00:00
57914,2019-11-18 00:00:00
57915,2019-11-17 00:00:00
57916,2019-11-20 00:00:00
57917,2019-11-19 00:00:00
57918,2019-11-20 00:00:00
57919,2019-11-20 00:00:00
57920,2020-11-03 00:00:00
57921,2019-11-20 00:00:00
57922,2019-11-20 00:00:00
57923,2019-11-20 00:00:00
57924,2019-07-20 00:00:00
57925,2019-11-15 00:00:00
57926,2019-11-16 00:00:00
57927,2019-11-20 00:00:00
57928,2019-11-20 00:00:00
57929,2019-11-20 00:00:00
57930,2019-11-20 00:00:00
57931,2019-11-20 00:00:00
57932,2019-11-13 00:00:00
57933,2019-11-19 00:00:00
57934,2019-11-18 00:00:00
57935,2019-09-12 00:00:00
57936,2019-10-14 00:00:00
57937,2019-10-13 00:00:00
57938,2019-11-21 00:00:00
57939,2019-11-20 00:00:00
57940,2020-01-30 00:00:00
57941,2019-11-20 00:00:00
57942,2019-11-20 00:00:00
57943,2019-12-20 00:00:00
57944,2019-11-21 00:00:00
57945,2019-11-21 00:00:00
57946,2019-11-20 00:00:00
57947,2019-11-21 00:00:00
